ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4543
Date: 10/01/2017
Start time: 10:22:17
Stop time: 10:23:50
Overruns: 0  Errorframes: 0                                          
Baudrate: -"Time";"Identifier (hex)";"Format";"Flags";"Data (hex)"
"00:00:46.646";"107";"Std";"";"00 00 FE F9 01 19 31 66"
"00:00:46.653";"101";"Std";"";"1C 0B 7F FB 81 24 00 00"
"00:00:46.659";"486";"Std";"";"B3 45 68 B1 61 44 96 01"
"00:00:46.660";"484";"Std";"";"E8 A3 8F 3E FA E8 03 40"
"00:00:46.660";"485";"Std";"";"00 06 40 28 56 D2 74 58"
"00:00:46.662";"40";"Std";"";"CC 0A 00 00 C1 00 00 00"
"00:00:46.663";"FD";"Std";"";"09 DB 1F 80 00 00 00 00"
"00:00:46.664";"147";"Std";"";"00 00 00 00 00 A8 40 01"
"00:00:46.665";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:46.665";"107";"Std";"";"00 00 FE 02 02 19 3F 66"
"00:00:46.666";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:46.671";"1B000014";"Ext";"";"14 00 04 01 01 00 00 00"
"00:00:46.671";"17330F10";"Ext";"";"43 FE 0E 00 02 03 80 00"
"00:00:46.673";"101";"Std";"";"BE 0C 7F FB 81 28 00 00"
"00:00:46.674";"3DC";"Std";"";"E0 00 34 19 00 05 00 00"
"00:00:46.681";"30B";"Std";"";"10 24 81 00 08 00 00 10"
"00:00:46.681";"5F2";"Std";"";"00 00"
"00:00:46.683";"FD";"Std";"";"90 DC 1F 80 00 00 00 00"
"00:00:46.684";"663";"Std";"";"60 28 20 0E 0B B4 25 00"
"00:00:46.684";"147";"Std";"";"00 00 00 00 00 A8 40 01"
"00:00:46.685";"107";"Std";"";"00 00 FE 0A 02 19 4E 66"
"00:00:46.690";"32A";"Std";"";"81 00 00 00 48 02 00 00"
"00:00:46.693";"101";"Std";"";"9F 0D 7F FB 81 2A 00 00"
"00:00:46.693";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:46.694";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:46.694";"3E5";"Std";"";"57 1C 00 00 00 00 00 00"
"00:00:46.694";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:46.694";"31E";"Std";"";"07 E1 3F 00 00 00 00 00"
"00:00:46.695";"31B";"Std";"";"B0 0E 00 00 00 00 00 00"
"00:00:46.699";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:46.699";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:46.703";"FD";"Std";"";"19 DD 1F 80 00 00 00 00"
"00:00:46.704";"1B00004B";"Ext";"";"4B 00 04 01 11 00 00 01"
"00:00:46.704";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:46.704";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:46.704";"147";"Std";"";"00 00 00 00 00 A8 60 01"
"00:00:46.704";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:46.706";"107";"Std";"";"00 00 FE 13 82 18 5C 66"
"00:00:46.706";"670";"Std";"";"14 10 00 00 FE 00 00 80"
"00:00:46.711";"1B00000E";"Ext";"";"0E 00 04 01 09 08 0E 00"
"00:00:46.711";"3C0";"Std";"";"C1 01 03 00"
"00:00:46.711";"3D5";"Std";"";"F5 0A 00 04 00 00 00 00"
"00:00:46.711";"3D6";"Std";"";"0A 00 00 00 00 00 00 00"
"00:00:46.712";"40";"Std";"";"A8 0B 00 00 C1 00 00 00"
"00:00:46.713";"101";"Std";"";"76 0E 7F FB 81 28 00 00"
"00:00:46.714";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:46.715";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:46.716";"6B4";"Std";"";"01 4C 56 36 41 55 33 48"
"00:00:46.716";"1B00000C";"Ext";"";"0C 00 04 01 01 00 00 00"
"00:00:46.723";"FD";"Std";"";"E6 DE 1F 80 00 00 00 00"
"00:00:46.724";"3DC";"Std";"";"E0 00 00 1A 00 05 00 00"
"00:00:46.724";"147";"Std";"";"00 00 00 00 00 A8 60 01"
"00:00:46.725";"107";"Std";"";"00 00 FE 1A 82 18 6B 66"
"00:00:46.731";"30B";"Std";"";"10 25 81 00 08 00 00 10"
"00:00:46.733";"101";"Std";"";"53 0F 7F FB 81 27 00 00"
"00:00:46.734";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:46.735";"391";"Std";"";"2A 7C 2E 57 00 54 00 20"
"00:00:46.735";"3C7";"Std";"";"FD 00 00 00 00 40 A0 00"
"00:00:46.740";"32A";"Std";"";"E5 01 00 00 48 02 00 00"
"00:00:46.743";"FD";"Std";"";"71 DF 1F 80 00 00 00 00"
"00:00:46.743";"31E";"Std";"";"BD E2 3F 00 00 00 00 00"
"00:00:46.744";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:46.744";"116";"Std";"";"A0 0F 00 00 00 00 00 FF"
"00:00:46.744";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:46.744";"31B";"Std";"";"74 0F 00 00 00 00 00 00"
"00:00:46.745";"147";"Std";"";"00 00 00 00 00 A4 60 01"
"00:00:46.746";"107";"Std";"";"00 00 FE 22 82 18 7A 66"
"00:00:46.747";"592";"Std";"";"00 20 00 00 00 00 00 00"
"00:00:46.747";"17F00032";"Ext";"";"20 32 00 00 00 00 00 00"
"00:00:46.753";"101";"Std";"";"2E 00 7F FB 81 22 00 00"
"00:00:46.762";"481";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:46.762";"40";"Std";"";"BB 0C 00 00 C1 00 00 00"
"00:00:46.762";"1A5554A8";"Ext";"";"94 31 42 68 B9 94 88 2C"
"00:00:46.763";"FD";"Std";"";"0B D0 1F 80 00 00 00 00"
"00:00:46.764";"147";"Std";"";"00 00 00 00 00 A4 60 01"
"00:00:46.765";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:46.765";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:46.766";"107";"Std";"";"00 00 FE 2B 82 18 89 66"
"00:00:46.766";"520";"Std";"";"57 03 00 08 00 0A 00 00"
"00:00:46.773";"101";"Std";"";"85 01 7F FB 81 24 00 00"
"00:00:46.774";"3DC";"Std";"";"E0 00 F6 1A 00 05 00 00"
"00:00:46.777";"17F00031";"Ext";"";"20 00 00 00 00 00 00 00"
"00:00:46.779";"394";"Std";"";"B7 14 00 10 00 00 00 00"
"00:00:46.780";"30B";"Std";"";"10 26 81 00 08 00 00 10"
"00:00:46.783";"17333210";"Ext";"";"3C 9F 01"
"00:00:46.783";"FD";"Std";"";"01 D1 1F 80 00 00 00 00"
"00:00:46.784";"663";"Std";"";"60 28 20 0E 0A B4 25 00"
"00:00:46.784";"147";"Std";"";"00 00 00 00 00 A0 60 01"
"00:00:46.786";"107";"Std";"";"00 00 FE 33 02 18 98 66"
"00:00:46.787";"1B000031";"Ext";"";"31 00 04 03 01 00 00 00"
"00:00:46.790";"32A";"Std";"";"49 02 00 00 48 02 00 00"
"00:00:46.792";"17333111";"Ext";"";"90 1F 4C 55 09 31 30 36"
"00:00:46.793";"101";"Std";"";"D9 02 7F FB 81 27 00 00"
"00:00:46.793";"1B00004A";"Ext";"";"4A 00 04 01 11 00 00 01"
"00:00:46.794";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:46.794";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:46.794";"3E5";"Std";"";"63 1D 00 00 00 00 00 00"
"00:00:46.794";"31B";"Std";"";"79 00 00 00 00 00 00 00"
"00:00:46.795";"17F0004A";"Ext";"";"20 4A 00 00 00 00 00 00"
"00:00:46.795";"31E";"Std";"";"FF E3 3F 00 00 00 00 00"
"00:00:46.795";"6AE";"Std";"";"00 00 00 00"
"00:00:46.796";"1B000046";"Ext";"";"46 00 04 01 01 00 00 00"
"00:00:46.799";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:46.799";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:46.799";"530";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:46.800";"16A95493";"Ext";"";"00 00 00 00 00 00 00 00"
"00:00:46.800";"16A95499";"Ext";"";"00 00 00 00 00 00 00 80"
"00:00:46.800";"5E9";"Std";"";"00 22 02 00 00 00 00 00"
"00:00:46.800";"5EA";"Std";"";"00 00 00 36 F8 FE FB FF"
"00:00:46.801";"5EB";"Std";"";"00 00 FE FE FB 0F 80 FF"
"00:00:46.801";"17F00046";"Ext";"";"20 46 00 00 00 00 00 80"
"00:00:46.801";"668";"Std";"";"02 00 00 00 00 00 00 00"
"00:00:46.802";"66E";"Std";"";"E0 00 38 00 FE 00 00 00"
"00:00:46.802";"17333111";"Ext";"";"D0 2E 33 20 EF A1 8A 00"
"00:00:46.802";"671";"Std";"";"00 01 80 01 00 00 00 00"
"00:00:46.803";"1A55552B";"Ext";"";"00 00 00 00 00 00 00 00"
"00:00:46.803";"6B5";"Std";"";"FD 83 FD 03 FD 00 FD 07"
"00:00:46.803";"FD";"Std";"";"CE D2 1F 80 00 00 00 00"
"00:00:46.803";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:46.804";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:46.804";"147";"Std";"";"00 00 00 00 00 A0 60 01"
"00:00:46.804";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:46.805";"17332910";"Ext";"";"80 08 3A 50 38 03 FF C0"
"00:00:46.805";"107";"Std";"";"00 00 FE 3C 02 18 A7 66"
"00:00:46.811";"184";"Std";"";"00 00 00 00 00 00 04 00"
"00:00:46.811";"366";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:46.811";"3C0";"Std";"";"31 02 03 00"
"00:00:46.811";"3D5";"Std";"";"1A 0B 00 04 00 00 00 00"
"00:00:46.811";"3D6";"Std";"";"0B 00 00 00 00 00 00 00"
"00:00:46.812";"583";"Std";"";"00 10 80 00 00 44 40 00"
"00:00:46.812";"584";"Std";"";"3C 0B 00 00 00 00"
"00:00:46.812";"588";"Std";"";"00 00 00 1E 00 00 00 00"
"00:00:46.812";"5A0";"Std";"";"00 06 80 20 78"
"00:00:46.813";"16A9540A";"Ext";"";"00 00 00 00 00 00 00 00"
"00:00:46.813";"17333111";"Ext";"";"D1 00 00 08 4C 48 4F 52"
"00:00:46.813";"5BB";"Std";"";"FE FE 00 00 00 00 00 00"
"00:00:46.813";"40";"Std";"";"DF 0D 00 00 C1 00 00 00"
"00:00:46.814";"5E1";"Std";"";"A2 2A 00 60 FE 00 00 00"
"00:00:46.814";"101";"Std";"";"5C 03 7F FA 81 26 00 00"
"00:00:46.814";"5F0";"Std";"";"64 00 64 00 00 64 00 00"
"00:00:46.814";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:46.815";"5F4";"Std";"";"00 00 64 00 80 00 40 00"
"00:00:46.815";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:46.815";"17F0000E";"Ext";"";"20 0E 00 00 00 00 00 80"
"00:00:46.815";"658";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:46.816";"65A";"Std";"";"00 00 02 08 00 00 3C 00"
"00:00:46.816";"6A6";"Std";"";"10 00"
"00:00:46.816";"6B0";"Std";"";"5D 02 BE 02 8D 74"
"00:00:46.821";"551";"Std";"";"F1 22 0C 00 00 00 00 00"
"00:00:46.822";"17333111";"Ext";"";"D2 20 4D 49 58 00 00 00"
"00:00:46.823";"FD";"Std";"";"BB D3 1F 80 00 00 00 00"
"00:00:46.823";"3DC";"Std";"";"E0 00 CE 1B 00 05 00 00"
"00:00:46.824";"147";"Std";"";"00 00 00 00 00 A0 60 01"
"00:00:46.826";"107";"Std";"";"00 00 FE 42 02 18 B6 66"
"00:00:46.827";"17332710";"Ext";"";"39 D4 FF"
"00:00:46.830";"30B";"Std";"";"10 27 81 00 08 00 00 10"
"00:00:46.832";"17333111";"Ext";"";"D3 00 00 00 00 00 00"
"00:00:46.833";"101";"Std";"";"1B 04 7F FB 81 26 00 00"
"00:00:46.833";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:46.835";"391";"Std";"";"29 7C 2E 55 00 54 00 20"
"00:00:46.835";"3C7";"Std";"";"14 00 00 00 00 40 A0 00"
"00:00:46.837";"1B000032";"Ext";"";"32 00 04 01 01 00 00 00"
"00:00:46.840";"32A";"Std";"";"2D 03 00 00 48 02 00 00"
"00:00:46.841";"1B000010";"Ext";"";"10 00 04 01 19 00 00 00"
"00:00:46.843";"FD";"Std";"";"2D D4 1F 80 00 00 00 00"
"00:00:46.843";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:46.844";"31B";"Std";"";"AF 01 00 00 00 00 00 00"
"00:00:46.844";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:46.844";"147";"Std";"";"00 00 00 00 00 A0 60 01"
"00:00:46.845";"31E";"Std";"";"52 E4 3F 00 00 00 00 00"
"00:00:46.845";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:46.846";"107";"Std";"";"00 00 FE 4A 02 18 C5 66"
"00:00:46.853";"101";"Std";"";"CA 05 7F FB 81 27 00 00"
"00:00:46.853";"17332910";"Ext";"";"C0 00 00 00 00"
"00:00:46.862";"40";"Std";"";"73 0E 00 00 C1 00 00 00"
"00:00:46.863";"FD";"Std";"";"B7 D5 1F 80 00 00 00 00"
"00:00:46.863";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:46.864";"147";"Std";"";"00 00 00 00 00 A0 60 01"
"00:00:46.864";"486";"Std";"";"B3 45 68 B1 61 44 96 01"
"00:00:46.865";"484";"Std";"";"E8 A3 8F 3E FA E8 03 40"
"00:00:46.865";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:46.865";"485";"Std";"";"00 06 40 28 56 D2 74 58"
"00:00:46.865";"107";"Std";"";"00 00 FE 52 02 18 D5 66"
"00:00:46.866";"585";"Std";"";"03 3C 20 7F 12 00 00 00"
"00:00:46.871";"1B000014";"Ext";"";"14 00 04 01 01 00 00 00"
"00:00:46.873";"101";"Std";"";"62 06 7F FB 81 2A 00 00"
"00:00:46.873";"3DC";"Std";"";"E0 00 EE 1C 00 05 00 00"
"00:00:46.878";"6B2";"Std";"";"0B 20 00 B0 98 7F 39 21"
"00:00:46.880";"30B";"Std";"";"10 28 81 00 08 00 00 10"
"00:00:46.881";"5F2";"Std";"";"00 00"
"00:00:46.881";"643";"Std";"";"00 02 1A 00 00 00 00 00"
"00:00:46.881";"16A95497";"Ext";"";"00 E0 E9 00 00 00 00 00"
"00:00:46.883";"FD";"Std";"";"A5 D6 1F 80 00 00 00 00"
"00:00:46.883";"663";"Std";"";"60 28 20 0E 0A B4 25 00"
"00:00:46.884";"147";"Std";"";"00 00 00 00 00 9C 80 01"
"00:00:46.885";"107";"Std";"";"00 00 FE 5A 02 18 E5 66"
"00:00:46.890";"32A";"Std";"";"3E 04 00 00 48 02 00 00"
"00:00:46.893";"101";"Std";"";"43 07 7F FB 81 28 00 00"
"00:00:46.893";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:46.893";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:46.894";"3E5";"Std";"";"E1 1E 00 00 00 00 00 00"
"00:00:46.894";"31E";"Std";"";"2D E5 3F 00 00 00 00 00"
"00:00:46.894";"31B";"Std";"";"CC 02 00 00 00 00 00 00"
"00:00:46.899";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:46.899";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:46.903";"FD";"Std";"";"9F D7 1F 80 00 00 00 00"
"00:00:46.903";"1B00004B";"Ext";"";"4B 00 04 01 11 00 00 01"
"00:00:46.903";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:46.904";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:46.904";"147";"Std";"";"00 00 00 00 00 9C 80 01"
"00:00:46.904";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:46.905";"107";"Std";"";"00 00 FE 62 02 18 F4 66"
"00:00:46.910";"1B00000E";"Ext";"";"0E 00 04 01 09 08 0E 00"
"00:00:46.911";"3C0";"Std";"";"84 03 03 00"
"00:00:46.911";"3D5";"Std";"";"65 0C 00 04 00 00 00 00"
"00:00:46.911";"3D6";"Std";"";"0C 00 00 00 00 00 00 00"
"00:00:46.912";"40";"Std";"";"17 0F 00 00 C1 00 00 00"
"00:00:46.913";"101";"Std";"";"F5 08 7F FB 81 26 00 00"
"00:00:46.913";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:46.915";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:46.916";"6B4";"Std";"";"00 46 90 93 FC 33 56 57"
"00:00:46.916";"1B00000C";"Ext";"";"0C 00 04 01 01 00 00 00"
"00:00:46.923";"FD";"Std";"";"58 D8 1F 80 00 00 00 00"
"00:00:46.923";"3DC";"Std";"";"E0 00 D4 1D 00 05 00 00"
"00:00:46.924";"147";"Std";"";"00 00 00 00 00 9C 80 01"
"00:00:46.925";"107";"Std";"";"00 00 FE 68 02 18 05 67"
"00:00:46.926";"17F0000C";"Ext";"";"20 0C 00 00 00 00 00 00"
"00:00:46.930";"30B";"Std";"";"10 29 81 00 08 00 00 10"
"00:00:46.931";"65E";"Std";"";"00 00 04 02 00 00 00 00"
"00:00:46.931";"17F00014";"Ext";"";"20 14 00 00 00 00 00 00"
"00:00:46.931";"17331310";"Ext";"";"34 C2 03 00 13 00 03 07"
"00:00:46.933";"101";"Std";"";"91 09 7F FB 81 26 00 00"
"00:00:46.933";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:46.934";"3C7";"Std";"";"FD 00 00 00 00 40 A0 00"
"00:00:46.935";"640";"Std";"";"02 8D 7D B1 75 20 08 00"
"00:00:46.935";"641";"Std";"";"6C 1B 0A 50 14 0E 6E 14"
"00:00:46.936";"391";"Std";"";"29 7C 31 55 00 57 00 20"
"00:00:46.939";"394";"Std";"";"26 15 00 10 00 00 00 00"
"00:00:46.940";"32A";"Std";"";"5A 05 00 00 48 02 00 00"
"00:00:46.943";"FD";"Std";"";"6A D9 1F 80 00 00 00 00"
"00:00:46.943";"31E";"Std";"";"AA E6 3F 00 00 00 00 00"
"00:00:46.943";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:46.944";"116";"Std";"";"D7 09 00 00 00 00 00 FF"
"00:00:46.944";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:46.944";"147";"Std";"";"00 00 00 00 00 9C 80 01"
"00:00:46.944";"31B";"Std";"";"A0 03 00 00 00 00 00 00"
"00:00:46.946";"107";"Std";"";"00 00 FE 72 02 18 15 67"
"00:00:46.947";"592";"Std";"";"00 20 00 00 00 00 00 00"
"00:00:46.953";"101";"Std";"";"3D 0A 7F FB 81 26 00 00"
"00:00:46.962";"40";"Std";"";"55 00 00 00 C1 00 00 00"
"00:00:46.963";"FD";"Std";"";"26 DA 1F 80 00 00 00 00"
"00:00:46.964";"147";"Std";"";"00 00 00 00 00 9C 80 01"
"00:00:46.964";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:46.965";"107";"Std";"";"00 00 FE 7A 02 18 25 67"
"00:00:46.965";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:46.966";"3D4";"Std";"";"53 0F A0 06 00 04 00 00"
"00:00:46.967";"520";"Std";"";"44 04 00 08 00 0A 00 00"
"00:00:46.973";"101";"Std";"";"59 0B 7F FB 81 26 00 00"
"00:00:46.973";"3DC";"Std";"";"E0 00 B2 1E 00 05 00 00"
"00:00:46.974";"17332810";"Ext";"";"80 08 3A 10 00 00 7F FF"
"00:00:46.980";"30B";"Std";"";"10 2A 81 00 08 00 00 10"
"00:00:46.981";"52A";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:46.981";"6B6";"Std";"";"30 0B 1F 17 1C 03"
"00:00:46.981";"6B7";"Std";"";"20 00 D0 45 00 03 40 98"
"00:00:46.981";"6B8";"Std";"";"A6 07 18 B0 04 5F 00 00"
"00:00:46.983";"FD";"Std";"";"09 DB 1F 80 00 00 00 00"
"00:00:46.983";"663";"Std";"";"60 28 20 0E 0A B4 25 00"
"00:00:46.984";"147";"Std";"";"00 00 00 00 00 9C 80 01"
"00:00:46.986";"107";"Std";"";"00 00 FE 80 02 18 36 67"
"00:00:46.987";"1B000031";"Ext";"";"31 00 04 03 01 00 00 00"
"00:00:46.990";"32A";"Std";"";"F6 06 00 00 48 02 00 00"
"00:00:46.993";"101";"Std";"";"4A 0C 7F FB 81 26 00 00"
"00:00:46.993";"1B00004A";"Ext";"";"4A 00 04 01 11 00 00 01"
"00:00:46.993";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:46.994";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:46.994";"31E";"Std";"";"AC E7 3F 00 00 00 00 00"
"00:00:46.994";"3E5";"Std";"";"D1 1F 00 00 00 00 00 00"
"00:00:46.994";"31B";"Std";"";"BC 04 00 00 00 00 00 00"
"00:00:46.995";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:46.996";"1B000046";"Ext";"";"46 00 04 01 01 00 00 00"
"00:00:46.998";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:46.999";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:46.999";"530";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:46.999";"5E9";"Std";"";"00 22 02 00 00 00 00 00"
"00:00:47.000";"668";"Std";"";"02 00 00 00 00 00 00 00"
"00:00:47.001";"17331210";"Ext";"";"34 83 38 01 FF C0 00 00"
"00:00:47.003";"FD";"Std";"";"90 DC 1F 80 00 00 00 00"
"00:00:47.003";"147";"Std";"";"00 00 00 00 00 9C 80 01"
"00:00:47.003";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:47.004";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:47.004";"569";"Std";"";"00 00 00 3E F8 10 00 00"
"00:00:47.004";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:47.004";"17332810";"Ext";"";"C0 BF DF FF C0"
"00:00:47.005";"107";"Std";"";"00 00 FE 89 02 18 47 67"
"00:00:47.010";"3C0";"Std";"";"FE 04 03 00"
"00:00:47.010";"3D5";"Std";"";"41 0D 00 04 00 00 00 00"
"00:00:47.011";"3D6";"Std";"";"0D 00 00 00 00 00 00 00"
"00:00:47.011";"583";"Std";"";"00 10 80 00 00 44 40 00"
"00:00:47.011";"584";"Std";"";"BF 0C 00 00 00 00"
"00:00:47.011";"5A0";"Std";"";"00 06 80 20 78"
"00:00:47.012";"40";"Std";"";"31 01 00 00 C1 00 00 00"
"00:00:47.012";"5E1";"Std";"";"A3 2A 00 60 FE 00 00 00"
"00:00:47.012";"5F0";"Std";"";"64 00 64 00 00 64 00 00"
"00:00:47.013";"101";"Std";"";"9F 0D 7F FB 81 2A 00 00"
"00:00:47.013";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:47.014";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:47.020";"551";"Std";"";"F1 22 0C 00 00 00 00 00"
"00:00:47.023";"FD";"Std";"";"19 DD 1F 80 00 00 00 00"
"00:00:47.023";"3DC";"Std";"";"E0 00 AC 1F 00 05 00 00"
"00:00:47.024";"147";"Std";"";"00 00 00 00 00 9C A0 01"
"00:00:47.025";"107";"Std";"";"00 00 FE 91 02 18 58 67"
"00:00:47.030";"30B";"Std";"";"10 2B 81 00 08 00 00 10"
"00:00:47.032";"17330E10";"Ext";"";"33 83 38 07 80 00 00 00"
"00:00:47.033";"101";"Std";"";"C3 0E 7F FB 81 29 00 00"
"00:00:47.033";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:47.034";"647";"Std";"";"B8 F2 FF 7F 00 00 00 B9"
"00:00:47.035";"3C7";"Std";"";"14 00 00 00 00 40 A0 00"
"00:00:47.035";"391";"Std";"";"28 7D 31 54 00 57 00 20"
"00:00:47.035";"642";"Std";"";"00 00 00 00 0C 0C 0F 0F"
"00:00:47.036";"1B000032";"Ext";"";"32 00 04 01 01 00 00 00"
"00:00:47.040";"32A";"Std";"";"92 07 00 00 48 02 00 00"
"00:00:47.040";"1B000010";"Ext";"";"10 00 04 01 19 00 00 00"
"00:00:47.041";"17330C10";"Ext";"";"80 08 33 03 38 05 28 00"
"00:00:47.043";"FD";"Std";"";"E6 DE 1F 80 00 00 00 00"
"00:00:47.043";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:47.043";"31B";"Std";"";"51 05 00 00 00 00 00 00"
"00:00:47.044";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:47.044";"147";"Std";"";"00 00 00 00 00 9C A0 01"
"00:00:47.044";"31E";"Std";"";"E5 E8 3F 00 00 00 00 00"
"00:00:47.046";"107";"Std";"";"00 00 FE 97 02 18 69 67"
"00:00:47.051";"17330D10";"Ext";"";"33 42 03 00 0D 00 04 04"
"00:00:47.053";"101";"Std";"";"6C 0F 7F FB 81 22 00 00"
"00:00:47.061";"17330810";"Ext";"";"32 18 50 01"
"00:00:47.061";"486";"Std";"";"B3 45 68 B1 61 44 96 01"
"00:00:47.062";"40";"Std";"";"9D 02 00 00 C1 00 00 00"
"00:00:47.062";"484";"Std";"";"E8 A3 8F 3E FA E8 03 40"
"00:00:47.062";"485";"Std";"";"00 06 40 28 57 D2 74 58"
"00:00:47.063";"FD";"Std";"";"71 DF 1F 80 00 00 00 00"
"00:00:47.063";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:47.064";"147";"Std";"";"00 00 00 00 00 9C A0 01"
"00:00:47.065";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:47.065";"107";"Std";"";"00 00 FE A0 02 18 7B 67"
"00:00:47.071";"1B000014";"Ext";"";"14 00 04 01 01 00 00 00"
"00:00:47.071";"17330910";"Ext";"";"32 4D 00"
"00:00:47.072";"101";"Std";"";"54 00 7F FB 81 25 00 00"
"00:00:47.073";"3DC";"Std";"";"E0 00 54 20 00 05 00 00"
"00:00:47.080";"30B";"Std";"";"10 2C 81 00 08 00 00 10"
"00:00:47.080";"5F2";"Std";"";"00 00"
"00:00:47.083";"FD";"Std";"";"0B D0 1F 80 00 00 00 00"
"00:00:47.083";"147";"Std";"";"00 00 00 00 00 9C A0 01"
"00:00:47.083";"663";"Std";"";"60 28 20 0E 0B B4 25 00"
"00:00:47.085";"107";"Std";"";"00 00 FE A8 82 18 8C 67"
"00:00:47.086";"386";"Std";"";"00 00 00 00 00 00 20 00"
"00:00:47.089";"32A";"Std";"";"D0 08 00 00 48 02 00 00"
"00:00:47.091";"17330C10";"Ext";"";"C0 00 00 00 00"
"00:00:47.093";"101";"Std";"";"FF 01 7F FB 81 23 00 00"
"00:00:47.093";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:47.093";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:47.094";"3E5";"Std";"";"3A 10 00 00 00 00 00 00"
"00:00:47.094";"31B";"Std";"";"31 06 00 00 00 00 00 00"
"00:00:47.094";"31E";"Std";"";"DA E9 3F 00 00 00 00 00"
"00:00:47.098";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:47.099";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
